Clade,COG,CDS,Total
acI-B,group00213,"AAA023D18.genome.CDS.1485,AAA027J17.genome.CDS.1260,AAA027L06.genome.CDS.1829,AAA028A23.genome.CDS.1425,AAA044D11.genome.CDS.1727,AAA278I18.genome.CDS.1560,AB141P03.genome.CDS.1069,acIB-AMD-6.genome.CDS.800,acIB-AMD-6.genome.CDS.651,acIB-AMD-7.genome.CDS.1217,bin_7_acI-B2.genome.CDS.2868,MEint283.genome.CDS.845,TBepi2057.genome.CDS.1247,TBepi2754.genome.CDS.2410,TBepi2754.genome.CDS.2411,TBepi3207.genome.CDS.1583,TBepi3475.genome.CDS.1257,TBepi4208.genome.CDS.1110,TBhypo3463.genome.CDS.1451,TBhypo680.genome.CDS.1723",7
acI-B,group00214,"AAA023D18.genome.CDS.827,AAA027J17.genome.CDS.1579,AAA027L06.genome.CDS.2094,AAA028A23.genome.CDS.1717,AAA044D11.genome.CDS.1880,AAA278I18.genome.CDS.1388,AB141P03.genome.CDS.988,acIB-AMD-7.genome.CDS.1804,bin_7_acI-B2.genome.CDS.3550,MEint4252.genome.CDS.1507,MEint4252.genome.CDS.2008,TBepi2754.genome.CDS.1828,TBepi4208.genome.CDS.1447,TBhypo3463.genome.CDS.2137,TBhypo680.genome.CDS.2103",45
acI-B,group00216,"AAA023D18.genome.CDS.830,AAA027J17.genome.CDS.1582,AAA027L06.genome.CDS.2091,AAA028A23.genome.CDS.1681,AAA028A23.genome.CDS.1700,AAA044D11.genome.CDS.1883,AAA278I18.genome.CDS.1391,AB141P03.genome.CDS.985,bin_7_acI-B2.genome.CDS.2670,bin_7_acI-B2.genome.CDS.3553,MEint4252.genome.CDS.2005,TBepi2057.genome.CDS.1702,TBepi2754.genome.CDS.1831,TBepi3207.genome.CDS.1763,TBepi4208.genome.CDS.2049,TBhypo2152.genome.CDS.1463,TBhypo3463.genome.CDS.2140,TBhypo680.genome.CDS.2100",7
acI-B,group00217,"AAA023D18.genome.CDS.1085,AAA027J17.genome.CDS.1292,AAA027L06.genome.CDS.1935,AAA028A23.genome.CDS.1374,AAA278I18.genome.CDS.1752,acIB-AMD-6.genome.CDS.759,acIB-AMD-6.genome.CDS.907,bin_7_acI-B2.genome.CDS.3634,MEint283.genome.CDS.1106,TBepi2057.genome.CDS.1220,TBepi2754.genome.CDS.1658,TBepi3207.genome.CDS.1535,TBepi4208.genome.CDS.1131,TBepi4208.genome.CDS.1549,TBhypo2152.genome.CDS.1058,TBhypo3463.genome.CDS.2158,TBhypo3838.genome.CDS.833,TBhypo680.genome.CDS.2360",5
acI-B,group00218,"AAA027J17.genome.CDS.1939,AAA027L06.genome.CDS.1563,AAA278I18.genome.CDS.1008,acIB-AMD-7.genome.CDS.1768,bin_7_acI-B2.genome.CDS.2418,MEint283.genome.CDS.1354,MEint4252.genome.CDS.1119,TBepi2057.genome.CDS.1063,TBepi2754.genome.CDS.1395,TBepi3475.genome.CDS.1291,TBepi4208.genome.CDS.1527,TBhypo2152.genome.CDS.1135,TBhypo3463.genome.CDS.1934,TBhypo3838.genome.CDS.677,TBhypo680.genome.CDS.1880",10
acI-B,group00219,"AAA023D18.genome.CDS.1350,AAA027J17.genome.CDS.1614,AAA027L06.genome.CDS.1581,AAA028A23.genome.CDS.1632,AAA278I18.genome.CDS.994,acIB-AMD-7.genome.CDS.1929,bin_7_acI-B2.genome.CDS.2425,MEint283.genome.CDS.1336,MEint4252.genome.CDS.1244,TBepi2057.genome.CDS.1056,TBepi2754.genome.CDS.1402,TBepi3475.genome.CDS.1849,TBepi4208.genome.CDS.1302,TBhypo2152.genome.CDS.1082,TBhypo3463.genome.CDS.1359,TBhypo3838.genome.CDS.670,TBhypo680.genome.CDS.2240",43
acI-B,group00225,"AAA023D18.genome.CDS.1356,AAA027J17.genome.CDS.1620,AAA027L06.genome.CDS.1587,AAA028A23.genome.CDS.1644,AAA044D11.genome.CDS.2226,AAA278I18.genome.CDS.988,acIB-AMD-6.genome.CDS.1054,MEint283.genome.CDS.1373,MEint4252.genome.CDS.2103,TBepi2057.genome.CDS.1051,TBepi2754.genome.CDS.1406,TBepi3207.genome.CDS.1985,TBepi3475.genome.CDS.1853,TBepi4208.genome.CDS.1306,TBepi4208.genome.CDS.1872,TBhypo2152.genome.CDS.1401,TBhypo3463.genome.CDS.1355,TBhypo680.genome.CDS.2244",10
acI-B,group00227,"AAA023D18.genome.CDS.1420,AAA023D18.genome.CDS.1432,AAA027L06.genome.CDS.2447,AAA028A23.genome.CDS.872,AAA278I18.genome.CDS.1085,AB141P03.genome.CDS.928,acIB-AMD-7.genome.CDS.1376,bin_7_acI-B2.genome.CDS.2838,MEint283.genome.CDS.919,MEint4252.genome.CDS.1791,TBepi2057.genome.CDS.1987,TBepi2754.genome.CDS.1501,TBepi3207.genome.CDS.1395,TBepi3475.genome.CDS.1376,TBepi4208.genome.CDS.1052,TBhypo2152.genome.CDS.1495,TBhypo3463.genome.CDS.2286,TBhypo680.genome.CDS.2210",11
acI-B,group00229,"AAA027J17.genome.CDS.1040,AAA027L06.genome.CDS.1245,AAA028A23.genome.CDS.1000,AAA278I18.genome.CDS.1462,AB141P03.genome.CDS.1254,acIB-AMD-7.genome.CDS.1090,MEint283.genome.CDS.1440,MEint4252.genome.CDS.1491,TBepi2057.genome.CDS.1468,TBepi2754.genome.CDS.1575,TBepi3207.genome.CDS.2085,TBepi3475.genome.CDS.1263,TBepi4208.genome.CDS.1254,TBepi4208.genome.CDS.1382,TBhypo2152.genome.CDS.1294,TBhypo3463.genome.CDS.1575,TBhypo3838.genome.CDS.871,TBhypo680.genome.CDS.1368",3
acI-B,group00230,"AAA023D18.genome.CDS.962,AAA027J17.genome.CDS.1721,AAA027L06.genome.CDS.1668,AAA044D11.genome.CDS.828,AAA278I18.genome.CDS.1219,bin_7_acI-B2.genome.CDS.3286,bin_7_acI-B2.genome.CDS.3836,MEint4252.genome.CDS.454,TBepi2057.genome.CDS.1153,TBepi3207.genome.CDS.2365,TBepi3475.genome.CDS.1362,TBepi4208.genome.CDS.1196,TBhypo3463.genome.CDS.1840,TBhypo3838.genome.CDS.582,TBhypo680.genome.CDS.2606",2
acI-B,group00234,"AAA023D18.genome.CDS.1363,AAA027J17.genome.CDS.1767,AAA027L06.genome.CDS.2298,AAA028A23.genome.CDS.1066,AAA278I18.genome.CDS.1620,bin_7_acI-B2.genome.CDS.3222,MEint283.genome.CDS.923,MEint4252.genome.CDS.1715,MEint4252.genome.CDS.1901,TBepi2057.genome.CDS.1493,TBepi2057.genome.CDS.1529,TBepi2754.genome.CDS.2039,TBepi3207.genome.CDS.1519,TBepi3475.genome.CDS.1636,TBepi4208.genome.CDS.1898,TBhypo2152.genome.CDS.1510,TBhypo3463.genome.CDS.1235,TBhypo3838.genome.CDS.602,TBhypo680.genome.CDS.1669",3
acI-B,group00235,"AAA023D18.genome.CDS.1059,AAA027J17.genome.CDS.2039,AAA027J17.genome.CDS.1997,AAA027L06.genome.CDS.1535,AAA027L06.genome.CDS.1537,AAA028A23.genome.CDS.1395,AAA044D11.genome.CDS.1555,AAA278I18.genome.CDS.1776,AB141P03.genome.CDS.1376,acIB-AMD-6.genome.CDS.620,acIB-AMD-7.genome.CDS.1591,bin_7_acI-B2.genome.CDS.3660,MEint283.genome.CDS.1330,MEint4252.genome.CDS.1195,TBepi2057.genome.CDS.1261,TBepi2754.genome.CDS.1685,TBepi3207.genome.CDS.1478,TBepi3475.genome.CDS.1091,TBepi4208.genome.CDS.1826,TBhypo3463.genome.CDS.2350,TBhypo3838.genome.CDS.969,TBhypo680.genome.CDS.1419",1
acI-B,group00237,"AAA023D18.genome.CDS.1392,AAA027J17.genome.CDS.1421,AAA027L06.genome.CDS.2344,AAA028A23.genome.CDS.270,AB141P03.genome.CDS.57,acIB-AMD-7.genome.CDS.1849,bin_7_acI-B2.genome.CDS.2770,MEint283.genome.CDS.1052,MEint4252.genome.CDS.1675,TBepi2057.genome.CDS.1349,TBepi2754.genome.CDS.2090,TBepi3475.genome.CDS.1612,TBepi4208.genome.CDS.1999,TBhypo3463.genome.CDS.1490,TBhypo680.genome.CDS.2043",11
acI-B,group00238,"AAA023D18.genome.CDS.1518,AAA027J17.genome.CDS.1846,AAA027L06.genome.CDS.2326,AAA028A23.genome.CDS.1093,AB141P03.genome.CDS.743,acIB-AMD-6.genome.CDS.1100,acIB-AMD-7.genome.CDS.1230,bin_7_acI-B2.genome.CDS.2972,bin_7_acI-B2.genome.CDS.3498,bin_7_acI-B2.genome.CDS.4051,MEint283.genome.CDS.752,MEint4252.genome.CDS.1839,TBepi2057.genome.CDS.1910,TBepi2754.genome.CDS.2359,TBepi3207.genome.CDS.2033,TBepi3475.genome.CDS.1543,TBepi4208.genome.CDS.1437,TBhypo3463.genome.CDS.2096,TBhypo680.genome.CDS.2299",4
acI-B,group00239,"AAA027J17.genome.CDS.1928,AAA027L06.genome.CDS.1552,AAA044D11.genome.CDS.1630,AAA278I18.genome.CDS.1022,acIB-AMD-6.genome.CDS.983,bin_7_acI-B2.genome.CDS.3436,MEint283.genome.CDS.810,TBepi2057.genome.CDS.1721,TBepi2754.genome.CDS.1382,TBepi3207.genome.CDS.1701,TBepi3475.genome.CDS.1078,TBepi4208.genome.CDS.2031,TBhypo2152.genome.CDS.1578,TBhypo3463.genome.CDS.1658,TBhypo680.genome.CDS.1979",8
acI-B,group00240,"AAA023D18.genome.CDS.1357,AAA027J17.genome.CDS.1621,AAA027L06.genome.CDS.1588,AAA044D11.genome.CDS.2227,AAA278I18.genome.CDS.987,acIB-AMD-6.genome.CDS.1053,MEint283.genome.CDS.1372,MEint4252.genome.CDS.2102,TBepi2057.genome.CDS.1050,TBepi2057.genome.CDS.1459,TBepi2754.genome.CDS.1407,TBepi3207.genome.CDS.1986,TBepi3475.genome.CDS.1854,TBepi4208.genome.CDS.1871,TBhypo2152.genome.CDS.1402,TBhypo3463.genome.CDS.1354,TBhypo680.genome.CDS.2245",6
acI-B,group00242,"AAA023D18.genome.CDS.1454,AAA023D18.genome.CDS.1528,AAA027J17.genome.CDS.1072,AAA027L06.genome.CDS.1508,AAA027L06.genome.CDS.1283,AAA028A23.genome.CDS.960,AAA044D11.genome.CDS.1677,AAA278I18.genome.CDS.1428,AB141P03.genome.CDS.798,AB141P03.genome.CDS.824,bin_7_acI-B2.genome.CDS.3121,MEint4252.genome.CDS.1978,TBepi2057.genome.CDS.1232,TBepi2754.genome.CDS.1907,TBepi3207.genome.CDS.1378,TBepi3475.genome.CDS.1450,TBepi4208.genome.CDS.2002,TBhypo2152.genome.CDS.1013,TBhypo680.genome.CDS.1814",22
acI-B,group00244,"AAA027J17.genome.CDS.1307,AAA027L06.genome.CDS.1950,AAA044D11.genome.CDS.1776,AAA278I18.genome.CDS.1746,acIB-AMD-6.genome.CDS.688,MEint283.genome.CDS.1120,MEint283.genome.CDS.890,MEint4252.genome.CDS.2090,TBepi2057.genome.CDS.1814,TBepi2754.genome.CDS.2005,TBepi3207.genome.CDS.1556,TBepi3475.genome.CDS.1783,TBepi4208.genome.CDS.1605,TBhypo3463.genome.CDS.2270,TBhypo680.genome.CDS.2381",28
acI-B,group00246,"AAA027J17.genome.CDS.1837,AAA027L06.genome.CDS.1852,AAA028A23.genome.CDS.1244,AAA044D11.genome.CDS.1976,AAA278I18.genome.CDS.1583,AB141P03.genome.CDS.1092,acIB-AMD-6.genome.CDS.727,acIB-AMD-7.genome.CDS.1833,MEint283.genome.CDS.1000,MEint4252.genome.CDS.1763,TBepi2057.genome.CDS.1856,TBepi2754.genome.CDS.2475,TBepi3207.genome.CDS.2041,TBepi3475.genome.CDS.1014,TBepi4208.genome.CDS.1174,TBhypo2152.genome.CDS.1355,TBhypo3463.genome.CDS.1387,TBhypo680.genome.CDS.1572",2
acI-B,group00248,"AAA027J17.genome.CDS.1275,AAA027L06.genome.CDS.2191,AAA044D11.genome.CDS.1765,acIB-AMD-6.genome.CDS.677,bin_7_acI-B2.genome.CDS.1321,bin_7_acI-B2.genome.CDS.1320,MEint283.genome.CDS.1199,MEint4252.genome.CDS.1695,TBepi3207.genome.CDS.1567,TBepi3475.genome.CDS.1795,TBepi4208.genome.CDS.1616,TBhypo2152.genome.CDS.1600,TBhypo3463.genome.CDS.1395,TBhypo680.genome.CDS.1901,TBhypo680.genome.CDS.2392",2
acI-B,group00249,"AAA027J17.genome.CDS.1941,AAA027L06.genome.CDS.1565,AAA278I18.genome.CDS.1006,acIB-AMD-7.genome.CDS.1770,bin_7_acI-B2.genome.CDS.2420,MEint283.genome.CDS.1352,MEint4252.genome.CDS.1117,TBepi2057.genome.CDS.1061,TBepi2754.genome.CDS.1397,TBepi3475.genome.CDS.1289,TBepi4208.genome.CDS.2046,TBhypo2152.genome.CDS.1133,TBhypo3463.genome.CDS.1364,TBhypo3463.genome.CDS.1936,TBhypo3838.genome.CDS.675,TBhypo680.genome.CDS.1882",4
acI-B,group00250,"AAA023D18.genome.CDS.1351,AAA027J17.genome.CDS.1615,AAA027L06.genome.CDS.1582,AAA028A23.genome.CDS.1640,AAA028A23.genome.CDS.778,AAA278I18.genome.CDS.993,acIB-AMD-7.genome.CDS.1928,acIB-AMD-7.genome.CDS.1927,MEint283.genome.CDS.1335,MEint4252.genome.CDS.1243,TBepi2057.genome.CDS.1055,TBepi2754.genome.CDS.1403,TBepi3475.genome.CDS.1850,TBepi4208.genome.CDS.1303,TBhypo2152.genome.CDS.1081,TBhypo3463.genome.CDS.1358,TBhypo3838.genome.CDS.669,TBhypo680.genome.CDS.2241",78
acI-B,group00254,"AAA023D18.genome.CDS.1129,AAA027J17.genome.CDS.2036,AAA027L06.genome.CDS.1444,AAA028A23.genome.CDS.1338,AAA044D11.genome.CDS.1802,AAA278I18.genome.CDS.1848,acIB-AMD-6.genome.CDS.1064,bin_7_acI-B2.genome.CDS.2186,bin_7_acI-B2.genome.CDS.3033,bin_7_acI-B2.genome.CDS.2091,MEint283.genome.CDS.1379,MEint4252.genome.CDS.1705,TBepi2057.genome.CDS.1776,TBepi2754.genome.CDS.1542,TBhypo3463.genome.CDS.1337,TBhypo680.genome.CDS.2199",7
acI-B,group00255,"AAA044D11.genome.CDS.1189,MEint4252.genome.CDS.1377,TBepi2057.genome.CDS.1043,TBepi2754.genome.CDS.235,TBepi3207.genome.CDS.2407,TBepi3475.genome.CDS.1180,TBepi4208.genome.CDS.1795,TBhypo2152.genome.CDS.1119,TBhypo3463.genome.CDS.1702,TBhypo3838.genome.CDS.553,TBhypo680.genome.CDS.39",2
acI-B,group00256,"AAA023D18.genome.CDS.1028,AAA027J17.genome.CDS.1326,AAA027L06.genome.CDS.1880,AAA044D11.genome.CDS.2097,AAA278I18.genome.CDS.1283,AB141P03.genome.CDS.1234,bin_7_acI-B2.genome.CDS.1800,bin_7_acI-B2.genome.CDS.1799,MEint4252.genome.CDS.1989,TBepi2057.genome.CDS.1574,TBepi3207.genome.CDS.1737,TBepi3475.genome.CDS.1050,TBepi4208.genome.CDS.1984,TBepi4208.genome.CDS.1985,TBhypo2152.genome.CDS.944,TBhypo3463.genome.CDS.1915,TBhypo3838.genome.CDS.713",335
acI-B,group00257,"AAA027J17.genome.CDS.1144,AAA027L06.genome.CDS.2420,AAA028A23.genome.CDS.1658,AAA278I18.genome.CDS.1057,AB141P03.genome.CDS.1205,acIB-AMD-7.genome.CDS.1009,bin_7_acI-B2.genome.CDS.3971,MEint4252.genome.CDS.1136,TBepi2057.genome.CDS.1797,TBepi2754.genome.CDS.2174,TBepi3475.genome.CDS.1122,TBepi4208.genome.CDS.1816,TBhypo2152.genome.CDS.915,TBhypo680.genome.CDS.2238",50
acI-B,group00258,"AAA027J17.genome.CDS.1828,AAA027L06.genome.CDS.1861,AAA028A23.genome.CDS.1235,AAA044D11.genome.CDS.1986,AAA278I18.genome.CDS.1591,acIB-AMD-6.genome.CDS.736,acIB-AMD-6.genome.CDS.860,acIB-AMD-7.genome.CDS.1133,bin_7_acI-B2.genome.CDS.3753,MEint283.genome.CDS.1009,MEint4252.genome.CDS.1777,TBepi2057.genome.CDS.1742,TBepi2754.genome.CDS.2265,TBepi3207.genome.CDS.1364,TBepi3475.genome.CDS.1437,TBhypo2152.genome.CDS.1542,TBhypo3463.genome.CDS.1533,TBhypo3838.genome.CDS.595,TBhypo680.genome.CDS.1802",1
acI-B,group00259,"AAA027J17.genome.CDS.1503,AAA027L06.genome.CDS.2154,AAA044D11.genome.CDS.2189,AAA278I18.genome.CDS.1180,bin_7_acI-B2.genome.CDS.3766,MEint283.genome.CDS.1150,MEint4252.genome.CDS.1321,TBepi2057.genome.CDS.1368,TBepi2754.genome.CDS.2149,TBepi3207.genome.CDS.1282,TBepi3475.genome.CDS.1006,TBepi4208.genome.CDS.1769,TBhypo3463.genome.CDS.1375,TBhypo680.genome.CDS.2013",3
acI-B,group00260,"AAA023D18.genome.CDS.1498,AAA027J17.genome.CDS.1431,AAA027L06.genome.CDS.2334,AAA028A23.genome.CDS.1101,AB141P03.genome.CDS.735,acIB-AMD-7.genome.CDS.1792,bin_7_acI-B2.genome.CDS.3759,MEint283.genome.CDS.766,MEint283.genome.CDS.758,TBepi2057.genome.CDS.1427,TBepi2754.genome.CDS.1844,TBepi3207.genome.CDS.1388,TBepi3475.genome.CDS.1666,TBepi4208.genome.CDS.1777,TBhypo2152.genome.CDS.1087,TBhypo3463.genome.CDS.1476,TBhypo680.genome.CDS.1377",2
acI-B,group00262,"AAA023D18.genome.CDS.1467,AAA027J17.genome.CDS.1692,AAA027L06.genome.CDS.1413,AAA028A23.genome.CDS.1365,AAA044D11.genome.CDS.2240,AAA278I18.genome.CDS.1784,acIB-AMD-6.genome.CDS.1085,bin_7_acI-B2.genome.CDS.3054,MEint4252.genome.CDS.1743,TBepi2057.genome.CDS.1482,TBepi2754.genome.CDS.2315,TBepi3207.genome.CDS.2240,TBepi3475.genome.CDS.1480,TBepi4208.genome.CDS.1336,TBhypo2152.genome.CDS.1761,TBhypo3463.genome.CDS.2188,TBhypo3838.genome.CDS.860,TBhypo680.genome.CDS.2266",10
acI-B,group00263,"AAA027J17.genome.CDS.1854,AAA027L06.genome.CDS.2318,AAA028A23.genome.CDS.1085,AB141P03.genome.CDS.751,acIB-AMD-6.genome.CDS.1092,acIB-AMD-6.genome.CDS.1091,acIB-AMD-7.genome.CDS.1240,bin_7_acI-B2.genome.CDS.3246,MEint4252.genome.CDS.1797,TBepi2057.genome.CDS.1176,TBepi2754.genome.CDS.2239,TBepi3207.genome.CDS.1665,TBepi3207.genome.CDS.2472,TBepi3475.genome.CDS.993,TBepi3475.genome.CDS.994,TBhypo2152.genome.CDS.1254,TBhypo3463.genome.CDS.2078,TBhypo680.genome.CDS.1484",6
acI-B,group00265,"AAA023D18.genome.CDS.1278,AAA027J17.genome.CDS.1738,AAA027L06.genome.CDS.1400,AAA028A23.genome.CDS.1290,AAA044D11.genome.CDS.1360,AAA278I18.genome.CDS.1824,AB141P03.genome.CDS.1044,acIB-AMD-6.genome.CDS.833,acIB-AMD-6.genome.CDS.894,bin_7_acI-B2.genome.CDS.2171,MEint283.genome.CDS.1269,MEint4252.genome.CDS.2288,TBepi2754.genome.CDS.1640,TBepi3207.genome.CDS.2435,TBepi3475.genome.CDS.1736,TBepi4208.genome.CDS.1439,TBhypo2152.genome.CDS.1624,TBhypo3463.genome.CDS.2020,TBhypo680.genome.CDS.1302",7
acI-B,group00266,"AAA023D18.genome.CDS.1259,AAA027J17.genome.CDS.1395,AAA028A23.genome.CDS.1309,AB141P03.genome.CDS.33,acIB-AMD-6.genome.CDS.928,acIB-AMD-7.genome.CDS.1606,bin_7_acI-B2.genome.CDS.3266,bin_7_acI-B2.genome.CDS.3934,MEint283.genome.CDS.1204,MEint4252.genome.CDS.1167,MEint4252.genome.CDS.1819,TBepi2057.genome.CDS.1948,TBepi2754.genome.CDS.1717,TBepi3207.genome.CDS.2108,TBepi3475.genome.CDS.1101,TBhypo2152.genome.CDS.1389,TBhypo680.genome.CDS.2186",8
acI-B,group00267,"AAA027J17.genome.CDS.1037,AAA027L06.genome.CDS.1242,AAA278I18.genome.CDS.1465,AB141P03.genome.CDS.1257,acIB-AMD-6.genome.CDS.544,acIB-AMD-7.genome.CDS.1087,MEint283.genome.CDS.1437,MEint4252.genome.CDS.1488,TBepi2057.genome.CDS.1983,TBepi2057.genome.CDS.1471,TBepi2754.genome.CDS.1578,TBepi3207.genome.CDS.2088,TBepi3475.genome.CDS.1266,TBepi4208.genome.CDS.1385,TBhypo3463.genome.CDS.1572,TBhypo680.genome.CDS.1365",2
acI-B,group00268,"AAA023D18.genome.CDS.1036,AAA027L06.genome.CDS.1500,AAA044D11.genome.CDS.2257,AB141P03.genome.CDS.861,acIB-AMD-6.genome.CDS.597,acIB-AMD-7.genome.CDS.1345,bin_7_acI-B2.genome.CDS.3685,MEint283.genome.CDS.1308,MEint4252.genome.CDS.1550,TBepi2057.genome.CDS.1440,TBepi2754.genome.CDS.1916,TBepi3207.genome.CDS.1454,TBepi3475.genome.CDS.952,TBepi4208.genome.CDS.1923,TBhypo2152.genome.CDS.1055,TBhypo3463.genome.CDS.2374",1
acI-B,group00269,"AAA027J17.genome.CDS.1519,AAA027L06.genome.CDS.2138,AAA028A23.genome.CDS.1190,AAA044D11.genome.CDS.1657,AAA278I18.genome.CDS.1164,acIB-AMD-6.genome.CDS.767,MEint283.genome.CDS.1073,MEint4252.genome.CDS.2043,TBepi2057.genome.CDS.1585,TBepi2754.genome.CDS.2119,TBepi3207.genome.CDS.1824,TBepi3475.genome.CDS.1897,TBhypo2152.genome.CDS.1652,TBhypo3463.genome.CDS.2109,TBhypo680.genome.CDS.1620",10
acI-B,group00270,"AAA027J17.genome.CDS.1222,AAA027L06.genome.CDS.2223,AAA028A23.genome.CDS.1599,AAA044D11.genome.CDS.1531,AAA278I18.genome.CDS.1344,acIB-AMD-7.genome.CDS.1760,bin_7_acI-B2.genome.CDS.2324,bin_7_acI-B2.genome.CDS.3992,MEint283.genome.CDS.1519,MEint4252.genome.CDS.1827,TBepi2057.genome.CDS.1307,TBepi2754.genome.CDS.2203,TBepi3207.genome.CDS.2139,TBepi3475.genome.CDS.1622,TBepi4208.genome.CDS.1738,TBhypo2152.genome.CDS.935,TBhypo3463.genome.CDS.2385,TBhypo3838.genome.CDS.792,TBhypo680.genome.CDS.1399",5
acI-B,group00271,"AAA027J17.genome.CDS.1929,AAA027L06.genome.CDS.1553,AAA044D11.genome.CDS.1631,AAA044D11.genome.CDS.2120,AAA278I18.genome.CDS.1023,acIB-AMD-6.genome.CDS.984,bin_7_acI-B2.genome.CDS.3435,MEint283.genome.CDS.811,TBepi2057.genome.CDS.1720,TBepi2754.genome.CDS.1381,TBepi3207.genome.CDS.1700,TBepi3475.genome.CDS.1079,TBhypo2152.genome.CDS.1577,TBhypo3463.genome.CDS.1659,TBhypo680.genome.CDS.1980",4
acI-B,group00272,"AAA027J17.genome.CDS.1525,AAA027L06.genome.CDS.2132,AAA028A23.genome.CDS.1184,AAA044D11.genome.CDS.1663,AAA278I18.genome.CDS.1158,acIB-AMD-6.genome.CDS.944,acIB-AMD-6.genome.CDS.943,MEint4252.genome.CDS.1963,TBepi2057.genome.CDS.1678,TBepi2754.genome.CDS.2125,TBepi2754.genome.CDS.2233,TBepi3207.genome.CDS.1818,TBepi3207.genome.CDS.2014,TBepi4208.genome.CDS.1295,TBhypo2152.genome.CDS.1646,TBhypo3463.genome.CDS.2103,TBhypo680.genome.CDS.2205",84
acI-B,group00273,"AAA027J17.genome.CDS.1160,AAA027L06.genome.CDS.2434,AAA028A23.genome.CDS.859,AAA278I18.genome.CDS.1072,acIB-AMD-6.genome.CDS.711,acIB-AMD-6.genome.CDS.1078,acIB-AMD-7.genome.CDS.1024,acIB-AMD-7.genome.CDS.1899,MEint283.genome.CDS.955,TBepi2057.genome.CDS.1594,TBepi2754.genome.CDS.1513,TBepi3207.genome.CDS.2490,TBhypo2152.genome.CDS.1349,TBhypo3463.genome.CDS.2298,TBhypo680.genome.CDS.2223",8
acI-B,group00274,"AAA027J17.genome.CDS.1158,AAA027L06.genome.CDS.2432,AAA028A23.genome.CDS.857,AAA278I18.genome.CDS.1070,acIB-AMD-6.genome.CDS.709,acIB-AMD-7.genome.CDS.1022,acIB-AMD-7.genome.CDS.1897,MEint283.genome.CDS.953,TBepi2057.genome.CDS.1592,TBepi2754.genome.CDS.1515,TBepi3207.genome.CDS.2492,TBhypo2152.genome.CDS.1305,TBhypo3463.genome.CDS.2300,TBhypo680.genome.CDS.2225",23
acI-B,group00275,"AAA023D18.genome.CDS.1345,AAA027J17.genome.CDS.1606,AAA027L06.genome.CDS.1573,AAA028A23.genome.CDS.1691,AAA278I18.genome.CDS.999,bin_7_acI-B2.genome.CDS.2870,bin_7_acI-B2.genome.CDS.3086,MEint283.genome.CDS.1344,MEint4252.genome.CDS.1249,TBepi2754.genome.CDS.2379,TBepi3475.genome.CDS.1288,TBepi4208.genome.CDS.2048,TBhypo680.genome.CDS.1761",44
acI-B,group00278,"AAA027J17.genome.CDS.1253,AAA027L06.genome.CDS.1822,AAA028A23.genome.CDS.1418,AAA044D11.genome.CDS.1737,AAA278I18.genome.CDS.1553,AB141P03.genome.CDS.1062,acIB-AMD-6.genome.CDS.644,acIB-AMD-7.genome.CDS.1262,MEint283.genome.CDS.838,MEint4252.genome.CDS.1254,TBepi2057.genome.CDS.1255,TBepi2754.genome.CDS.2420,TBepi3207.genome.CDS.1573,TBepi3475.genome.CDS.1831,TBepi4208.genome.CDS.1120,TBhypo2152.genome.CDS.1475,TBhypo3463.genome.CDS.1494,TBhypo680.genome.CDS.1732",13
acI-B,group00280,"AAA023D18.genome.CDS.828,AAA027J17.genome.CDS.1580,AAA027L06.genome.CDS.2093,AAA028A23.genome.CDS.1718,AAA044D11.genome.CDS.1881,AAA278I18.genome.CDS.1389,AB141P03.genome.CDS.987,bin_7_acI-B2.genome.CDS.3551,MEint4252.genome.CDS.1508,MEint4252.genome.CDS.2007,TBepi2754.genome.CDS.1829,TBepi3207.genome.CDS.1765,TBepi4208.genome.CDS.1446,TBhypo3463.genome.CDS.2138,TBhypo680.genome.CDS.2102",20
acI-B,group00281,"AAA023D18.genome.CDS.826,AAA027J17.genome.CDS.1578,AAA027L06.genome.CDS.2095,AAA044D11.genome.CDS.1879,AAA278I18.genome.CDS.1387,AB141P03.genome.CDS.989,acIB-AMD-7.genome.CDS.1805,bin_7_acI-B2.genome.CDS.3549,MEint4252.genome.CDS.1506,MEint4252.genome.CDS.2009,TBepi4208.genome.CDS.1448,TBhypo3463.genome.CDS.2136,TBhypo680.genome.CDS.2104",19
acI-B,group00282,"AAA023D18.genome.CDS.1198,AAA027J17.genome.CDS.1632,AAA027J17.genome.CDS.1629,AAA027L06.genome.CDS.1745,AAA028A23.genome.CDS.1047,AAA044D11.genome.CDS.1454,acIB-AMD-7.genome.CDS.1434,bin_7_acI-B2.genome.CDS.3360,MEint283.genome.CDS.1123,MEint4252.genome.CDS.1237,TBepi2057.genome.CDS.1898,TBepi3207.genome.CDS.1617,TBepi4208.genome.CDS.1227,TBhypo2152.genome.CDS.1407,TBhypo3463.genome.CDS.1586",9
acI-B,group00284,"AAA027J17.genome.CDS.1138,AAA027L06.genome.CDS.2412,AAA028A23.genome.CDS.1711,AB141P03.genome.CDS.1348,acIB-AMD-7.genome.CDS.1003,bin_7_acI-B2.genome.CDS.3965,MEint4252.genome.CDS.1142,TBepi2057.genome.CDS.1365,TBepi2754.genome.CDS.2282,TBepi3475.genome.CDS.1128,TBepi4208.genome.CDS.2004,TBepi4208.genome.CDS.1696,TBhypo2152.genome.CDS.909,TBhypo3838.genome.CDS.881,TBhypo680.genome.CDS.1946",39
