,AAA023D18,AAA023J06,AAA024D14,AAA027J17,AAA027L06,AAA027M14,AAA028A23,AAA028E20,AAA028G02,AAA028I14,AAA041L13,AAA044D11,AAA044N04,AAA044O16,AAA278I18,AAA278O22,AB141P03,BIN_10,MEint1363,MEint2297,MEint283,MEint3864,MEint4252,MEint885,TBepi2057,TBepi2754,TBepi3207,TBepi3475,TBepi4208,TBhypo2152,TBhypo3463,TBhypo3838,TBhypo680,acIB-AMD-6,acIB-AMD-7,bin_7_acI-B2
group04619,,,,,,,,,,AAA028I14.genome.CDS.1051,,,,,,,,,,,,,,,,,,,,,,,,,,
group04620,,,,,,,,,,AAA028I14.genome.CDS.1050,,,,,,,,,,,,,,,,,,,,,,,,,,
group04621,,,,,,,,,,AAA028I14.genome.CDS.831,,,,,,,,,,,,,,,,,,,,,,,,,,
group04622,,,,,,,,,,AAA028I14.genome.CDS.260,,,,,,,,,,,,,,,,,,,,,,,,,,
group04623,,,,,,,,,,AAA028I14.genome.CDS.1059,,,,,,,,,,,,,,,,,,,,,,,,,,
group04624,,,,,,,,,,AAA028I14.genome.CDS.1058,,,,,,,,,,,,,,,,,,,,,,,,,,
group04625,,,,,,,,,,AAA028I14.genome.CDS.1064,,,,,,,,,,,,,,,,,,,,,,,,,,
group04626,,,,,,,,,,AAA028I14.genome.CDS.1063,,,,,,,,,,,,,,,,,,,,,,,,,,
group04627,,,,,,,,,,AAA028I14.genome.CDS.1062,,,,,,,,,,,,,,,,,,,,,,,,,,
group04628,,,,,,,,,,AAA028I14.genome.CDS.1061,,,,,,,,,,,,,,,,,,,,,,,,,,
group04629,,,,,,,,,,AAA028I14.genome.CDS.1173,,,,,,,,,,,,,,,,,,,,,,,,,,
group04630,,,,,,,,,,AAA028I14.genome.CDS.1169,,,,,,,,,,,,,,,,,,,,,,,,,,
group04631,,,,,,,,,,AAA028I14.genome.CDS.1196,,,,,,,,,,,,,,,,,,,,,,,,,,
group04632,,,,,,,,,,AAA028I14.genome.CDS.1320,,,,,,,,,,,,,,,,,,,,,,,,,,
group04633,,,,,,,,,,AAA028I14.genome.CDS.1319,,,,,,,,,,,,,,,,,,,,,,,,,,
group04634,,,,,,,,,,AAA028I14.genome.CDS.1318,,,,,,,,,,,,,,,,,,,,,,,,,,
group04635,,,,,,,,,,AAA028I14.genome.CDS.1317,,,,,,,,,,,,,,,,,,,,,,,,,,
group04636,,,,,,,,,,AAA028I14.genome.CDS.1315,,,,,,,,,,,,,,,,,,,,,,,,,,
group04637,,,,,,,,,,AAA028I14.genome.CDS.1348,,,,,,,,,,,,,,,,,,,,,,,,,,
group04638,,,,,,,,,,AAA028I14.genome.CDS.1347,,,,,,,,,,,,,,,,,,,,,,,,,,
group04639,,,,,,,,,,AAA028I14.genome.CDS.1344,,,,,,,,,,,,,,,,,,,,,,,,,,
group04640,,,,,,,,,,AAA028I14.genome.CDS.1343,,,,,,,,,,,,,,,,,,,,,,,,,,
group04641,,,,,,,,,,AAA028I14.genome.CDS.1341,,,,,,,,,,,,,,,,,,,,,,,,,,
group04642,,,,,,,,,,AAA028I14.genome.CDS.905,,,,,,,,,,,,,,,,,,,,,,,,,,
group04643,,,,,,,,,,AAA028I14.genome.CDS.1413,,,,,,,,,,,,,,,,,,,,,,,,,,
group04644,,,,,,,,,,AAA028I14.genome.CDS.1412,,,,,,,,,,,,,,,,,,,,,,,,,,
group04645,,,,,,,,,,AAA028I14.genome.CDS.1411,,,,,,,,,,,,,,,,,,,,,,,,,,
group04646,,,,,,,,,,AAA028I14.genome.CDS.1447,,,,,,,,,,,,,,,,,,,,,,,,,,
group04647,,,,,,,,,,AAA028I14.genome.CDS.1446,,,,,,,,,,,,,,,,,,,,,,,,,,
group04648,,,,,,,,,,AAA028I14.genome.CDS.1445,,,,,,,,,,,,,,,,,,,,,,,,,,
group04649,,,,,,,,,,AAA028I14.genome.CDS.1444,,,,,,,,,,,,,,,,,,,,,,,,,,
group04650,,,,,,,,,,AAA028I14.genome.CDS.633,,,,,,,,,,,,,,,,,,,,,,,,,,
group04651,,,,,,,,,,AAA028I14.genome.CDS.1443,,,,,,,,,,,,,,,,,,,,,,,,,,
group04652,,,,,,,,,,AAA028I14.genome.CDS.1442,,,,,,,,,,,,,,,,,,,,,,,,,,
group04653,,,,,,,,,,AAA028I14.genome.CDS.1441,,,,,,,,,,,,,,,,,,,,,,,,,,
group04654,,,,,,,,,,AAA028I14.genome.CDS.1440,,,,,,,,,,,,,,,,,,,,,,,,,,
group04655,,,,,,,,,,AAA028I14.genome.CDS.653,,,,,,,,,,,,,,,,,,,,,,,,,,
group04656,,,,,,,,,,AAA028I14.genome.CDS.926,,,,,,,,,,,,,,,,,,,,,,,,,,
group04657,,,,,,,,,,AAA028I14.genome.CDS.925,,,,,,,,,,,,,,,,,,,,,,,,,,
group04658,,,,,,,,,,AAA028I14.genome.CDS.924,,,,,,,,,,,,,,,,,,,,,,,,,,
group04659,,,,,,,,,,AAA028I14.genome.CDS.923,,,,,,,,,,,,,,,,,,,,,,,,,,
group04660,,,,,,,,,,AAA028I14.genome.CDS.1507,,,,,,,,,,,,,,,,,,,,,,,,,,
group04661,,,,,,,,,,AAA028I14.genome.CDS.1514,,,,,,,,,,,,,,,,,,,,,,,,,,
group04662,,,,,,,,,,AAA028I14.genome.CDS.1513,,,,,,,,,,,,,,,,,,,,,,,,,,
group04663,,,,,,,,,,AAA028I14.genome.CDS.1512,,,,,,,,,,,,,,,,,,,,,,,,,,
group04664,,,,,,,,,,AAA028I14.genome.CDS.1511,,,,,,,,,,,,,,,,,,,,,,,,,,
group04665,,,,,,,,,,AAA028I14.genome.CDS.1515,,,,,,,,,,,,,,,,,,,,,,,,,,
group04666,,,,,,,,,,AAA028I14.genome.CDS.928,,,,,,,,,,,,,,,,,,,,,,,,,,
group04667,,,,,,,,,,AAA028I14.genome.CDS.1608,,,,,,,,,,,,,,,,,,,,,,,,,,
group04668,,,,,,,,,,AAA028I14.genome.CDS.1607,,,,,,,,,,,,,,,,,,,,,,,,,,
group04669,,,,,,,,,,AAA028I14.genome.CDS.1615,,,,,,,,,,,,,,,,,,,,,,,,,,
group04670,,,,,,,,,,AAA028I14.genome.CDS.1611,,,,,,,,,,,,,,,,,,,,,,,,,,
group04671,,,,,,,,,,AAA028I14.genome.CDS.963,,,,,,,,,,,,,,,,,,,,,,,,,,
group04672,,,,,,,,,,AAA028I14.genome.CDS.962,,,,,,,,,,,,,,,,,,,,,,,,,,
group04673,,,,,,,,,,AAA028I14.genome.CDS.948,,,,,,,,,,,,,,,,,,,,,,,,,,
group04674,,,,,,,,,,AAA028I14.genome.CDS.942,,,,,,,,,,,,,,,,,,,,,,,,,,
group04675,,,,,,,,,,AAA028I14.genome.CDS.941,,,,,,,,,,,,,,,,,,,,,,,,,,
group04676,,,,,,,,,,AAA028I14.genome.CDS.937,,,,,,,,,,,,,,,,,,,,,,,,,,
group04677,,,,,,,,,,AAA028I14.genome.CDS.936,,,,,,,,,,,,,,,,,,,,,,,,,,
group04678,,,,,,,,,,AAA028I14.genome.CDS.933,,,,,,,,,,,,,,,,,,,,,,,,,,
group04679,,,,,,,,,,AAA028I14.genome.CDS.930,,,,,,,,,,,,,,,,,,,,,,,,,,
group04680,,,,,,,,,,AAA028I14.genome.CDS.981,,,,,,,,,,,,,,,,,,,,,,,,,,
group04681,,,,,,,,,,AAA028I14.genome.CDS.979,,,,,,,,,,,,,,,,,,,,,,,,,,
group04682,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1051,,,,,,,,,,,,,,,,,,,,,
group04683,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1009,,,,,,,,,,,,,,,,,,,,,
group04684,,,,,,,,,,,,,,,AAA278I18.genome.CDS.22,,,,,,,,,,,,,,,,,,,,,
group04685,,,,,,,,,,,,,,,AAA278I18.genome.CDS.990,,,,,,,,,,,,,,,,,,,,,
group04686,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1671,,,,,,,,,,,,,,,,,,,,,
group04687,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1650,,,,,,,,,,,,,,,,,,,,,
group04688,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1636,,,,,,,,,,,,,,,,,,,,,
group04689,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1683,,,,,,,,,,,,,,,,,,,,,
group04690,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1721,,,,,,,,,,,,,,,,,,,,,
group04691,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1707,,,,,,,,,,,,,,,,,,,,,
group04692,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1781,,,,,,,,,,,,,,,,,,,,,
group04693,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1852,,,,,,,,,,,,,,,,,,,,,
group04694,,,,,,,,,,,,,,,AAA278I18.genome.CDS.880,,,,,,,,,,,,,,,,,,,,,
group04695,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1847,,,,,,,,,,,,,,,,,,,,,
group04696,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1844,,,,,,,,,,,,,,,,,,,,,
group04697,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1867,,,,,,,,,,,,,,,,,,,,,
group04698,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1866,,,,,,,,,,,,,,,,,,,,,
group04699,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1874,,,,,,,,,,,,,,,,,,,,,
group04700,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1886,,,,,,,,,,,,,,,,,,,,,
group04701,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1897,,,,,,,,,,,,,,,,,,,,,
group04702,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1896,,,,,,,,,,,,,,,,,,,,,
group04703,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1894,,,,,,,,,,,,,,,,,,,,,
group04704,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1901,,,,,,,,,,,,,,,,,,,,,
group04705,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1911,,,,,,,,,,,,,,,,,,,,,
group04706,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1204,,,,,,,,,,,,,,,,,,,,,
group04707,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1203,,,,,,,,,,,,,,,,,,,,,
group04708,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1202,,,,,,,,,,,,,,,,,,,,,
group04709,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1199,,,,,,,,,,,,,,,,,,,,,
group04710,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1197,,,,,,,,,,,,,,,,,,,,,
group04711,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1196,,,,,,,,,,,,,,,,,,,,,
group04712,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1195,,,,,,,,,,,,,,,,,,,,,
group04713,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1128,,,,,,,,,,,,,,,,,,,,,
group04714,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1917,,,,,,,,,,,,,,,,,,,,,
group04715,,,,,,,,,,,,,,,AAA278I18.genome.CDS.941,,,,,,,,,,,,,,,,,,,,,
group04716,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1937,,,,,,,,,,,,,,,,,,,,,
group04717,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1211,,,,,,,,,,,,,,,,,,,,,
group04718,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1210,,,,,,,,,,,,,,,,,,,,,
group04719,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1207,,,,,,,,,,,,,,,,,,,,,
group04720,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1956,,,,,,,,,,,,,,,,,,,,,
group04721,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1416,,,,,,,,,,,,,,,,,,,,,
group04722,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1417,,,,,,,,,,,,,,,,,,,,,
group04723,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1534,,,,,,,,,,,,,,,,,,,,,
group04724,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1499,,,,,,,,,,,,,,,,,,,,,
group04725,,,,,,,,,,,,,,,AAA278I18.genome.CDS.1496,,,,,,,,,,,,,,,,,,,,,
group04726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1030,,,,,,,
group04727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1178,,,,,,,
group04728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1226,,,,,,,
group04729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1221,,,,,,,
group04730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1220,,,,,,,
group04731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1219,,,,,,,
group04732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1218,,,,,,,
group04733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.242,,,,,,,
group04734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1261,,,,,,,
group04735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.301,,,,,,,
group04736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1338,,,,,,,
group04737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.329,,,,,,,
group04738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1353,,,,,,,
group04739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1363,,,,,,,
group04740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1360,,,,,,,
group04741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1368,,,,,,,
group04742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.369,,,,,,,
group04743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1410,,,,,,,
group04744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1415,,,,,,,
group04745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.400,,,,,,,
group04746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1069,,,,,,,
group04747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1428,,,,,,,
group04748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1443,,,,,,,
group04749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1444,,,,,,,
group04750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1080,,,,,,,
group04751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.532,,,,,,,
group04752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1583,,,,,,,
group04753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1575,,,,,,,
group04754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1595,,,,,,,
group04755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1652,,,,,,,
group04756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1095,,,,,,,
group04757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1685,,,,,,,
group04758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.642,,,,,,,
group04759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.681,,,,,,,
group04760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1757,,,,,,,
group04761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1767,,,,,,,
group04762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1785,,,,,,,
group04763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1781,,,,,,,
group04764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1153,,,,,,,
group04765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1848,,,,,,,
group04766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1835,,,,,,,
group04767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.1895,,,,,,,
group04768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.864,,,,,,,
group04769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.859,,,,,,,
group04770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.2000,,,,,,,
group04771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.2018,,,,,,,
group04772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.972,,,,,,,
group04773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.2019,,,,,,,
group04774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBepi4208.genome.CDS.2038,,,,,,,
group04775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1317,,,,,
group04776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2151,,,,,
group04777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.891,,,,,
group04778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2390,,,,,
group04779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2444,,,,,
group04780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2491,,,,,
group04781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2509,,,,,
group04782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2511,,,,,
group04783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2512,,,,,
group04784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1347,,,,,
group04785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1393,,,,,
group04786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1413,,,,,
group04787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1433,,,,,
group04788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.229,,,,,
group04789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1466,,,,,
group04790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1472,,,,,
group04791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1486,,,,,
group04792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1498,,,,,
group04793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1506,,,,,
group04794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1507,,,,,
group04795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1518,,,,,
group04796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1519,,,,,
group04797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1266,,,,,
group04798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1537,,,,,
group04799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1554,,,,,
group04800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1561,,,,,
group04801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1555,,,,,
group04802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1577,,,,,
group04803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1596,,,,,
group04804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1275,,,,,
group04805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1611,,,,,
group04806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1657,,,,,
group04807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1697,,,,,
group04808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1276,,,,,
group04809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1851,,,,,
group04810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1850,,,,,
group04811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1927,,,,,
group04812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1883,,,,,
group04813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1943,,,,,
group04814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1953,,,,,
group04815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1967,,,,,
group04816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1306,,,,,
group04817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2006,,,,,
group04818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2036,,,,,
group04819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.754,,,,,
group04820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1316,,,,,
group04821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2080,,,,,
group04822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2114,,,,,
group04823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2129
group04824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.3930
group04825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.3929
group04826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.3928
group04827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.3927
group04828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.1863
group04829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.3941
group04830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.3989
group04831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.4047
group04832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.4046
group04833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.130
group04834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.126
group04835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2138
group04836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2169
group04837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2149
group04838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2148
group04839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2192
group04840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2190
group04841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2212
group04842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2211
group04843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2207
group04844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2206
group04845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2231
group04846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2225
group04847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2216
group04848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2262
group04849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2263
group04850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2301
group04851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.318
group04852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.311
group04853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2348
group04854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2396
group04855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2456
group04856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2452
group04857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2449
group04858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2448
group04859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2447
group04860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bin_7_acI-B2.genome.CDS.2445
